user0000002	D4EA-0000-0340-F722
user0000330	D56B-0000-0339-7118
user0000331	7668-0000-0327-229C
user0000332	766C-0000-0346-F5D2
user0000333	766D-0000-0345-32B8
user0000334	ECC6-0000-0322-86A8
user0000335	8E53-0000-0328-7261
user0000336	8E53-0000-0331-AE33
user0000337	ECC7-0000-0312-6B04
user0000338	8E53-0000-0349-F3F8
user0000339	ECC8-0000-033C-3DB1
user0000340	8E54-0000-030F-62E4
user0000341	ECC8-0000-0351-CEF1
user0000342	8E54-0000-033E-1CC5
user0000343	ECC9-0000-034A-60FF
user0000344	8E54-0000-034A-C125
user0000345	8E57-0000-035C-B444
user0000346	ECC9-0000-0368-77EC
user0000347	8E58-0000-035F-D08C
user0000348	ECCF-0000-0329-D112
user0000349	8E59-0000-0364-2FD5
user0000350	ECCF-0000-032C-4FD5
user0000351	8E5A-0000-0309-C7EB
user0000352	ECD1-0000-0342-F685
user0000353	BD99-0000-035C-4814
user0000354	BD9D-0000-034F-37F9
user0000355	485D-0000-0307-79AF
user0000356	A5FD-0000-034B-B2C2
user0000357	485F-0000-035F-B382
user0000358	A600-0000-032E-A534
user0000359	BD9E-0000-034D-D33F
user0000360	A601-0000-0337-C4C9
user0000361	4860-0000-0317-C5C8
user0000362	BD9E-0000-0367-5BD0
user0000363	7670-0000-02FF-CCAB
user0000364	A605-0000-0356-9F37
user0000365	BDA0-0000-035C-D644
user0000366	4860-0000-0346-E2C3
user0000367	7670-0000-0346-EAA0
user0000368	A608-0000-0348-7B73
user0000369	D56C-0000-034C-FA7F
user0000370	BDA2-0000-0314-0C1E
user0000371	4862-0000-032E-B538
user0000372	7671-0000-034B-3479
user0000373	D56C-0000-0356-B108
user0000374	A609-0000-0304-9742
user0000375	BDA2-0000-0329-735D
user0000376	3109-0000-031A-67B1
user0000377	4862-0000-0341-9446
user0000378	A60E-0000-0344-D191
user0000379	D56E-0000-0343-7B69
user0000380	7672-0000-02FF-12DB
user0000381	310E-0000-0318-FB9C
user0000382	BDA4-0000-0314-CD5F
user0000383	D571-0000-035E-F0DC
user0000384	7673-0000-0312-6DBD
user0000385	BDA6-0000-0316-577C
user0000002	310E-0000-0341-728E
user0000003	D574-0000-0340-796E
user0000004	7674-0000-032E-C2E5
user0000005	4862-0000-0347-B1F5
user0000006	A60F-0000-0329-B6B5
user0000007	310F-0000-0345-97A2
user0000008	310F-0000-035E-3D55
user0000009	3112-0000-0313-9420
user0000010	3112-0000-031E-A0F0
user0000011	BDA6-0000-032C-4959
user0000012	BDA9-0000-030B-C341
user0000013	BDAE-0000-0321-A9E5
user0000014	D576-0000-0322-5746
user0000015	D576-0000-0345-FE46
user0000016	D578-0000-031B-24E1
user0000017	D578-0000-0343-545D
user0000018	7675-0000-034B-6E84
user0000019	767B-0000-035C-E710
user0000020	767C-0000-035F-53B0
user0000021	767C-0000-035F-EB9C
user0000022	4862-0000-035D-9DCB
user0000023	18DB-0000-0324-6DD3
user0000024	4867-0000-0331-68E8
user0000025	18DF-0000-0337-841A
user0000026	4867-0000-033C-5C75
user0000027	18E1-0000-0341-C753
user0000028	18EB-0000-0341-BC36
user0000029	4869-0000-0308-F9B4
user0000030	A611-0000-035D-22EF
user0000031	5FB2-0000-0329-08AB
user0000032	A612-0000-034B-6EBC
user0000033	5FB2-0000-033B-AB1F
user0000034	ECD2-0000-030C-087F
user0000035	8E5F-0000-031E-D5D9
user0000036	A61A-0000-033A-030B
user0000037	5FB2-0000-0363-F3F6
user0000038	ECD2-0000-0356-315D
user0000039	8E69-0000-0308-91B8
user0000040	A61C-0000-035A-8408
user0000041	ECD3-0000-0329-E417
user0000042	BDAE-0000-0326-0451
user0000043	8E6A-0000-0338-3902
user0000044	5FB4-0000-0319-CCB7
user0000045	767E-0000-032B-A66A
user0000046	EC87-0000-0366-5467
user0000047	5FB4-0000-032C-8F21
user0000048	5FB5-0000-030F-3B49
user0000049	7680-0000-0305-208C
user0000050	ECD7-0000-0321-3722
user0000051	BDAE-0000-0358-0823
user0000052	5FB9-0000-0350-FB70
user0000053	7684-0000-034E-CEDA
user0000054	D57B-0000-030E-CE7E
user0000055	ECDA-0000-032F-C893
user0000056	BDAF-0000-0315-CB14
user0000057	A622-0000-0358-3127
user0000058	5FBD-0000-0356-FE49
user0000059	7685-0000-035C-B00E
user0000060	486B-0000-033E-5EB9
user0000061	ECDA-0000-0365-B994
user0000062	BDB0-0000-035C-56DA
user0000063	D57C-0000-0308-DFB6
user0000064	A623-0000-030C-E347
user0000065	5FC4-0000-0325-AD51
user0000066	18EC-0000-030E-18C4
user0000067	5FC4-0000-0356-888D
user0000068	18EE-0000-0342-1030
user0000069	18F0-0000-0304-51B6
user0000070	18F7-0000-0324-4AEB
user0000071	18F7-0000-033F-9D12
user0000072	18F8-0000-0355-1D24
user0000073	7687-0000-0310-1C00
user0000074	7687-0000-0345-8097
user0000075	768D-0000-033C-09ED
user0000076	7690-0000-0347-C68A
user0000077	7691-0000-0329-5421
user0000078	ECDB-0000-0322-F5F2
user0000079	ECDB-0000-0361-18CF
user0000080	ECDB-0000-0364-0591
user0000081	ECDD-0000-0325-B4DB
user0000082	D57C-0000-0343-66C1
user0000083	D57D-0000-0343-E652
user0000084	D57E-0000-0313-ADCF
user0000085	D582-0000-0336-3BD8
user0000086	D582-0000-0349-94BC
user0000087	D584-0000-0313-2620
user0000088	D585-0000-034F-81F9
user0000089	D586-0000-0313-9ACB
user0000090	4877-0000-033F-30DF
user0000091	3112-0000-0333-BC45
user0000092	3114-0000-035B-04A1
user0000093	3115-0000-034A-1784
user0000094	A624-0000-0353-55A6
user0000095	8E6B-0000-033C-5943
user0000096	A625-0000-032B-099B
user0000097	8E6B-0000-033D-EF9A
user0000098	A627-0000-0317-B363
user0000099	8E70-0000-0320-1682
user0000100	A629-0000-0313-37A9
user0000101	8E71-0000-032B-B9CB
user0000102	A629-0000-035A-7D0D
user0000103	8E74-0000-033C-5CCE
user0000104	8E76-0000-0305-8C23
user0000105	BDB3-0000-033F-4C5D
user0000106	4877-0000-0343-D8BF
user0000107	487A-0000-0305-7AEC
user0000108	BDB9-0000-033E-8314
user0000109	5FC6-0000-032D-8A1A
user0000110	487A-0000-035A-2371
user0000111	BDBB-0000-0351-0B54
user0000112	3116-0000-031B-0F82
user0000113	5FC6-0000-033D-93C8
user0000114	ECDD-0000-032B-CAB0
user0000115	487D-0000-033A-624C
user0000116	BDBC-0000-0378-FB00
user0000117	3117-0000-0337-5DB7
user0000118	5FC8-0000-035E-FB25
user0000119	ECDF-0000-035E-874E
user0000120	BDC0-0000-034C-2B54
user0000121	487E-0000-0323-F4CE
user0000122	A62B-0000-033B-5258
user0000123	7691-0000-033E-A2C1
user0000124	18F8-0000-035E-855A
user0000125	3118-0000-0310-8751
user0000126	4881-0000-0308-2B17
user0000127	5FCC-0000-0317-C61B
user0000128	ECE2-0000-0303-7B8A
user0000129	BDC2-0000-0312-8990
user0000130	A62E-0000-0306-2047
user0000131	7692-0000-0367-5DCC
user0000132	5FCD-0000-0337-74B3
user0000133	ECE3-0000-0362-93D6
user0000134	311F-0000-030A-5CC2
user0000135	4883-0000-035B-A58B
user0000136	18F9-0000-033D-4F33
user0000137	A62F-0000-0330-182E
user0000138	769A-0000-033A-5BB3
user0000139	5FCE-0000-035A-4E87
user0000140	BDC9-0000-031B-2D5A
user0000141	BDC9-0000-0323-65F2
user0000142	BDCC-0000-0354-F472
user0000143	BDCE-0000-035B-90AE
user0000144	BDCF-0000-0323-18E2
user0000145	BDD1-0000-0345-3CB7
user0000146	BDD3-0000-035A-32ED
user0000147	BDD4-0000-034B-2B8D
user0000148	BDD5-0000-0315-C169
user0000149	3121-0000-030E-C8A6
user0000150	3122-0000-031F-7FED
user0000151	3122-0000-0358-6682
user0000152	3124-0000-0325-75DF
user0000153	312A-0000-034D-5EF7
user0000154	ECE6-0000-0331-99C6
user0000155	8E7A-0000-0335-D949
user0000156	ECE6-0000-0362-AD49
user0000157	8E7C-0000-0343-CA98
user0000158	ECE8-0000-033E-A4AD
user0000159	8E7F-0000-0352-F2F8
user0000160	8E81-0000-0335-1AE7
user0000161	ECE9-0000-031A-7A8B
user0000162	8E82-0000-0320-8F66
user0000163	ECEA-0000-0351-6D59
user0000164	8E82-0000-0335-A13B
user0000165	ECEA-0000-0352-2307
user0000166	8E84-0000-034F-ABBC
user0000167	8E86-0000-0307-7BAA
user0000168	8E88-0000-030F-4C30
user0000169	8E88-0000-0330-00B5
user0000170	A631-0000-0334-9D1F
user0000171	D58A-0000-0325-B42D
user0000172	A632-0000-0348-4D25
user0000173	D592-0000-031E-DE6B
user0000174	A633-0000-034A-86C1
user0000175	D593-0000-0358-9407
user0000176	A638-0000-0356-9239
user0000177	D595-0000-0321-D0AB
user0000178	A63A-0000-034B-0BEC
user0000179	D596-0000-034C-9D36
user0000180	A63D-0000-0306-DA96
user0000181	D597-0000-0306-A530
user0000182	A640-0000-033E-F55E
user0000183	D59C-0000-031D-87D8
user0000184	D59E-0000-031B-244E
user0000185	D59E-0000-032E-2D36
user0000186	D5A1-0000-0337-D51A
user0000187	769D-0000-031F-0911
user0000188	769E-0000-0300-7841
user0000189	769E-0000-031F-96B7
user0000190	769E-0000-0359-96AE
user0000191	769F-0000-0369-58B4
user0000192	76A2-0000-0332-48F2
user0000193	76A6-0000-0357-46BC
user0000194	18FC-0000-034D-CBB9
user0000195	18FD-0000-0325-7D5E
user0000196	18FD-0000-036A-F167
user0000197	18FE-0000-034F-0D81
user0000198	1901-0000-0332-F653
user0000199	1903-0000-0302-9D69
user0000200	1905-0000-0343-DFA0
user0000201	1906-0000-0346-2C05
user0000202	4887-0000-0314-137E
user0000203	4888-0000-031D-794C
user0000204	5FD2-0000-031E-A46E
user0000205	5FD3-0000-030D-ED9A
user0000206	5FD9-0000-0303-BC54
user0000207	4888-0000-0351-0C60
user0000208	5FDB-0000-0321-BBED
user0000209	488A-0000-0338-BBF4
user0000210	5FDC-0000-0347-38D6
user0000211	488A-0000-0339-3216
user0000212	312A-0000-0350-FE13
user0000213	ECEF-0000-033E-B639
user0000214	488A-0000-035D-6E59
user0000215	5FDD-0000-0353-9F69
user0000216	312E-0000-033F-8A4B
user0000217	ECEF-0000-034B-3DF8
user0000218	A640-0000-0353-08DC
user0000219	488B-0000-033F-B0A4
user0000220	3131-0000-0350-A159
user0000221	5FE2-0000-0324-E17C
user0000222	A640-0000-0356-C54E
user0000223	ECF6-0000-0344-7836
user0000224	3133-0000-032D-5DE6
user0000225	488F-0000-0307-C95B
user0000226	5FE2-0000-0343-B7AC
user0000227	190C-0000-0321-558B
user0000228	BDD5-0000-0366-6102
user0000229	ECF7-0000-0366-79E5
user0000230	A641-0000-0345-AD96
user0000231	76A9-0000-0357-F64E
user0000232	3134-0000-0324-E7B1
user0000233	4891-0000-0311-C9DB
user0000234	BDD6-0000-0349-538C
user0000235	190C-0000-0333-95B3
user0000236	5FE7-0000-0342-1F40
user0000237	8E88-0000-0331-3DBB
user0000238	ECF9-0000-034C-FF3C
user0000239	A642-0000-0348-1F9E
user0000240	76AA-0000-0345-97CD
user0000241	76AB-0000-0304-AAAA
user0000242	76AB-0000-030E-5EB1
user0000243	76AE-0000-0300-85AA
user0000244	76AE-0000-033F-8804
user0000245	76AE-0000-0352-ABED
user0000246	76AF-0000-0329-790A
user0000247	76B5-0000-032C-299F
user0000248	76BA-0000-031F-8262
user0000249	4894-0000-0326-DB3A
user0000250	4894-0000-0354-17A1
user0000251	190C-0000-0350-FA57
user0000252	190E-0000-0348-92F5
user0000253	190F-0000-0340-09BD
user0000254	1910-0000-0353-4C61
user0000255	1911-0000-030E-074F
user0000256	1914-0000-034D-FE3A
user0000257	1914-0000-035E-EE08
user0000258	1916-0000-035E-D693
user0000259	BDD7-0000-0355-8A4A
user0000260	BDD8-0000-0303-9253
user0000261	BDD8-0000-0325-BC23
user0000262	BDD8-0000-0358-94FD
user0000263	BDD9-0000-0348-0EC8
user0000264	BDE1-0000-0301-01C6
user0000265	BDE4-0000-031A-FC05
user0000266	8E88-0000-0357-D62C
user0000267	8E89-0000-032B-AB00
user0000268	8E8A-0000-0379-4C76
user0000269	8E8E-0000-0365-62B2
user0000270	8E90-0000-034B-5A36
user0000271	8E91-0000-0348-0E29
user0000272	8E95-0000-0323-2336
user0000273	8E96-0000-0339-AFDA
user0000274	8E98-0000-0328-6997
user0000275	A644-0000-033F-6787
user0000276	A644-0000-0349-6951
user0000277	A647-0000-0320-9979
user0000278	A64C-0000-0340-1F49
user0000279	A64C-0000-035B-52D3
user0000280	A64F-0000-0357-1AA7
user0000281	ECFA-0000-0308-FE19
user0000282	ECFA-0000-0310-71B8
user0000283	ECFA-0000-0334-1C92
user0000284	ECFB-0000-034E-560A
user0000285	ECFE-0000-0336-4F2D
user0000286	5FE8-0000-02FE-E5EB
user0000287	5FE9-0000-033D-FFD6
user0000288	5FEB-0000-0330-1327
user0000289	5FEB-0000-0342-FEA3
user0000290	5FEC-0000-0310-0191
user0000291	313A-0000-0303-8191
user0000292	D5A7-0000-0301-67B4
user0000293	313C-0000-02FF-DC01
user0000294	D5A8-0000-02FF-C72C
user0000295	313C-0000-0342-4E95
user0000296	4895-0000-033E-EFA8
user0000297	D5A8-0000-0329-7A66
user0000298	4896-0000-0348-AD26
user0000299	313E-0000-0333-8B5C
user0000300	D5AA-0000-0320-F305
user0000301	4896-0000-0364-F516
user0000302	313F-0000-0343-1CCD
user0000303	D5AE-0000-0340-27C2
user0000304	3144-0000-0343-A99B
user0000305	5FEC-0000-0322-2ACB
user0000306	4899-0000-0331-39D4
user0000307	D5B8-0000-031D-BFC2
user0000308	A650-0000-030C-D248
user0000309	3149-0000-035B-3265
user0000310	ED01-0000-0339-B058
user0000311	489A-0000-034D-C991
user0000312	5FEC-0000-0345-2AB4
user0000313	D5B8-0000-0341-9C63
user0000314	A651-0000-0346-ED66
user0000315	1917-0000-0338-2F11
user0000316	ED04-0000-034A-CF16
user0000317	314A-0000-030F-4D45
user0000318	5FED-0000-0306-DF2D
user0000319	489B-0000-0341-5D7E
user0000320	1918-0000-034B-3D65
user0000321	BDE6-0000-0342-807E
user0000322	D5BA-0000-0307-D1B4
user0000323	A651-0000-0347-BD0A
user0000324	ED0A-0000-0310-E7DB
user0000325	76BA-0000-0331-0504
user0000326	314B-0000-033B-672A
user0000327	8E9A-0000-031B-D324
user0000328	314B-0000-0365-EDE0
user0000329	8E9B-0000-0367-38E1
user0000330	314C-0000-033A-77F4
user0000331	8E9C-0000-02FF-918A
user0000332	314E-0000-034E-B52F
user0000333	8E9E-0000-030F-3542
user0000334	314F-0000-0355-1B9A
user0000335	8E9E-0000-0332-528A
user0000336	3151-0000-032C-A0EA
user0000337	8EA0-0000-0359-005E
user0000338	8EA1-0000-0352-E416
user0000339	8EA5-0000-0338-5320
user0000340	8EA6-0000-032D-7669
user0000341	8EA7-0000-0344-3235
user0000342	489C-0000-0319-17EB
user0000343	489E-0000-0361-9A2B
user0000344	48A1-0000-0323-94AE
user0000345	BDE7-0000-0312-65F4
user0000346	BDEA-0000-0307-1DAF
user0000347	BDED-0000-031D-6F49
user0000348	BDF0-0000-030C-38D1
user0000349	BDF1-0000-0300-A0D0
user0000350	BDF2-0000-034C-9B9B
user0000351	BDF3-0000-033C-9D3C
user0000352	BDFB-0000-034E-C1D3
user0000353	BDFE-0000-0302-856E
user0000354	5FF2-0000-0300-A3F1
user0000355	5FF2-0000-0302-ACD7
user0000356	5FF2-0000-033B-A429
user0000357	5FF2-0000-0356-6651
user0000358	5FF3-0000-0300-1D8C
user0000359	5FF3-0000-0320-8088
user0000360	A652-0000-034E-E7E6
user0000361	A653-0000-0345-C960
user0000362	A65B-0000-0347-BA75
user0000363	A663-0000-033E-4DBB
user0000364	A664-0000-0346-BED2
user0000365	A666-0000-0326-8E17
user0000366	A669-0000-0336-5844
user0000367	D5BC-0000-0300-3473
user0000368	ED0C-0000-0340-274D
user0000369	ED0E-0000-0304-9109
user0000370	ED0F-0000-034D-C962
user0000371	ED0F-0000-0357-D7E9
user0000372	ED10-0000-0304-0263
user0000373	ED10-0000-0334-637C
user0000374	ED10-0000-034D-4D2F
user0000375	76BA-0000-0335-AC29
user0000376	76C0-0000-0322-F857
user0000377	76C2-0000-0349-18BF
user0000378	76C3-0000-0325-DBB9
user0000379	76C5-0000-0310-1E0E
user0000380	76C6-0000-0301-EAD8
user0000381	76C7-0000-0301-D336
user0000382	76C7-0000-032F-AA9E
user0000383	191C-0000-0306-CD79
user0000384	D5BD-0000-033F-DA54
user0000385	191C-0000-033A-604D
user0000386	D5BE-0000-0339-C525
user0000387	191D-0000-0355-75E0
user0000388	D5BE-0000-0356-8AA8
user0000389	48A5-0000-0314-2ED9
user0000390	1921-0000-0332-9A07
user0000391	D5C0-0000-0314-892A
user0000392	48A5-0000-032B-899A
user0000393	1922-0000-0310-2ECF
user0000394	D5C0-0000-0339-AE32
user0000395	48A7-0000-0316-5767
user0000396	3152-0000-0330-116F
user0000397	1923-0000-034F-43C0
user0000398	D5C1-0000-031A-6189
user0000399	48A7-0000-0320-FC98
user0000002	5FF4-0000-0321-D1B9
user0000003	3154-0000-0358-9736
user0000004	1929-0000-0321-D677
user0000005	5FF4-0000-032D-1E7A
user0000006	48A7-0000-0336-189C
user0000007	ED11-0000-0359-67F9
user0000008	A66A-0000-0309-B169
user0000009	D5C1-0000-0353-E782
user0000010	192B-0000-033F-BAA8
user0000011	5FF4-0000-033D-F560
user0000012	3155-0000-0300-4537
user0000013	ED15-0000-0356-4D7C
user0000014	48AA-0000-030F-A310
user0000015	A66A-0000-0354-5328
user0000016	D5C5-0000-0330-73A5
user0000017	BDFE-0000-0341-702D
user0000018	5FF5-0000-0365-0E88
user0000019	192B-0000-0347-5CAF
user0000020	76CC-0000-0304-33DA
user0000021	76CC-0000-0342-64B7
user0000022	76CE-0000-031C-E3AE
user0000023	76CE-0000-0362-95EB
user0000024	76D0-0000-032F-927C
user0000025	76D1-0000-032E-6AF3
user0000026	76D2-0000-033E-63CE
user0000027	76D4-0000-0333-0891
user0000028	76D7-0000-0347-BFCC
user0000029	76D8-0000-0305-72B8
user0000030	3156-0000-0332-3DA9
user0000031	3156-0000-0366-7FCC
user0000032	3157-0000-0358-B5CB
user0000033	315A-0000-0317-EE1A
user0000034	315A-0000-0361-ED9D
user0000035	315C-0000-0320-8F15
user0000036	A66E-0000-0343-B63D
user0000037	A678-0000-0339-2E40
user0000038	A67A-0000-0309-AF6B
user0000039	A67B-0000-0347-C8AC
user0000040	A67D-0000-0311-DAA2
user0000041	A67D-0000-034B-9F78
user0000042	A67E-0000-033B-59AE
user0000043	A680-0000-0320-23F5
user0000044	A684-0000-030C-C681
user0000045	A685-0000-034C-97B1
user0000046	A688-0000-0321-5B3D
user0000047	A688-0000-0346-8222
user0000048	A68D-0000-0300-3E9B
user0000049	A68F-0000-0335-2F52
user0000050	A690-0000-0333-F206
user0000051	ED15-0000-0358-C024
user0000052	ED17-0000-0332-A060
user0000053	ED19-0000-0356-C7B0
user0000054	ED1A-0000-031B-2337
user0000055	ED1F-0000-034B-AD23
user0000056	ED21-0000-0312-8953
user0000057	ED21-0000-035E-6BF8
user0000058	ED21-0000-0362-96E4
user0000059	48B1-0000-030B-3CA9
user0000060	48B5-0000-0343-8184
user0000061	48B6-0000-0301-1F59
user0000062	48B6-0000-030E-934E
user0000063	D5C7-0000-0357-588F
user0000064	D5C8-0000-0351-5DD2
user0000065	5FF6-0000-0315-E93F
user0000066	5FF7-0000-0343-666F
user0000067	5FF9-0000-0349-5C8F
user0000068	5FF9-0000-035B-73EB
user0000069	5FFF-0000-02FF-7F9F
user0000070	5FFF-0000-0340-0420
user0000071	BE03-0000-034C-0815
user0000072	BE04-0000-0328-59A1
user0000073	BE04-0000-0337-7C01
user0000074	BE05-0000-0307-C74B
user0000075	BE07-0000-034E-CCA1
user0000076	BE08-0000-034D-5E3B
user0000077	BE08-0000-0357-C168
user0000078	BE09-0000-0316-81C4
user0000079	BE09-0000-0345-AC02
user0000080	192C-0000-0359-588E
user0000081	192C-0000-0359-5A87
user0000082	8EA9-0000-035F-547B
user0000083	D5CB-0000-033F-D5C0
user0000084	8EAB-0000-030C-8389
user0000085	192D-0000-032B-A714
user0000086	D5CC-0000-0331-4102
user0000087	1931-0000-0355-E816
user0000088	8EB0-0000-0303-A653
user0000089	D5CD-0000-035C-E444
user0000090	8EB0-0000-0352-7478
user0000091	1932-0000-0312-9FD2
user0000092	48B6-0000-0339-0319
user0000093	8EB4-0000-0343-8287
user0000094	1932-0000-0338-B4FB
user0000095	315C-0000-0330-11C8
user0000096	48BA-0000-0310-6FDF
user0000097	5FFF-0000-0340-F2A4
user0000098	8EB5-0000-035C-BBC7
user0000099	1935-0000-032C-DC57
user0000100	48BA-0000-0358-F3CE
user0000101	315F-0000-0351-61E3
user0000102	6000-0000-0352-F95F
user0000103	D5D2-0000-034F-C8B8
user0000104	48BB-0000-0320-F1E5
user0000105	8EB6-0000-0321-BEA9
user0000106	3161-0000-035C-3E75
user0000107	D5D4-0000-02FF-9286
user0000108	48BC-0000-0361-9F7E
user0000109	6004-0000-0330-98D5
user0000110	ED24-0000-0344-2952
user0000111	8EBA-0000-034E-734C
user0000112	3164-0000-0357-FA55
user0000113	D5D6-0000-0356-E4C1
user0000114	ED24-0000-035D-DFB9
user0000115	8EBA-0000-0365-4009
user0000116	1936-0000-02FF-DAD4
user0000117	8EBE-0000-0320-8B3A
user0000118	1938-0000-032F-5A66
user0000119	193A-0000-0317-E7AB
user0000120	193B-0000-0324-E7A3
user0000121	193C-0000-0303-B091
user0000122	193D-0000-033F-4037
user0000123	193D-0000-0340-EAED
user0000124	48BE-0000-0307-B3D0
user0000125	48C0-0000-030E-3E40
user0000126	48C0-0000-0311-D404
user0000127	48C0-0000-0361-CADF
user0000128	48C3-0000-02FF-AE97
user0000129	6006-0000-0358-04A8
user0000130	6008-0000-0338-73C3
user0000131	6009-0000-033E-B1A9
user0000132	6009-0000-0353-9803
user0000133	600B-0000-031C-6BE9
user0000134	600C-0000-033D-6394
user0000135	3165-0000-030C-EA7C
user0000136	3167-0000-030F-4384
user0000137	3167-0000-0336-3B26
user0000138	3169-0000-0308-2A1F
user0000139	316A-0000-0341-CC30
user0000140	D5D9-0000-033A-0659
user0000141	76D9-0000-031E-BB9E
user0000142	76DA-0000-0316-5F02
user0000143	D5DC-0000-0325-9746
user0000144	76DA-0000-0345-B8AE
user0000145	D5DD-0000-0352-94CB
user0000146	D5E1-0000-0333-1017
user0000147	76DA-0000-0354-B207
user0000148	76DE-0000-033F-957D
user0000149	76E1-0000-0343-56E0
user0000150	76E2-0000-0321-7CD3
user0000151	ED2B-0000-0331-A8C8
user0000152	BE0C-0000-0311-AB70
user0000153	8EC2-0000-0348-F076
user0000154	BE0C-0000-032A-3A32
user0000155	ED2C-0000-0333-A278
user0000156	8EC7-0000-0350-1FB7
user0000157	BE0D-0000-0360-2FA0
user0000158	ED2C-0000-0363-88F1
user0000159	8EC8-0000-030C-DED7
user0000160	BE11-0000-034E-6CCD
user0000161	ED31-0000-033B-4A30
user0000162	D5E9-0000-0339-F8A2
user0000163	8EC9-0000-0306-AD04
user0000164	ED36-0000-035F-915D
user0000165	BE14-0000-034E-B054
user0000166	48C4-0000-0319-F943
user0000167	316A-0000-034D-5E37
user0000168	D5E9-0000-0348-8271
user0000169	8ECA-0000-0350-159F
user0000170	BE15-0000-033E-AFCA
user0000171	ED3A-0000-0306-FB04
user0000172	6014-0000-0315-F55A
user0000173	48C5-0000-033C-A65A
user0000174	8ECF-0000-0323-7C1D
user0000175	316D-0000-0329-15FC
user0000176	A691-0000-0331-FC15
user0000177	D5EE-0000-0314-FCCD
user0000178	BE16-0000-0357-1077
user0000179	76E4-0000-0340-8F7F
user0000180	ED3B-0000-0367-5BA1
user0000181	48C6-0000-0305-8991
user0000182	6015-0000-033D-4345
user0000183	1940-0000-032E-3868
user0000184	8ED1-0000-032F-1E52
user0000185	D5F6-0000-0341-A454
user0000186	316E-0000-0322-7EB5
user0000187	316F-0000-032F-5BDD
user0000188	3170-0000-0344-2C53
user0000189	3172-0000-0349-211E
user0000190	3173-0000-030F-C1D6
user0000191	3174-0000-035A-87AA
user0000192	3175-0000-034A-C80E
user0000193	3175-0000-0352-3131
user0000194	A692-0000-0344-1801
user0000195	BE17-0000-0332-4B8E
user0000196	BE18-0000-0305-24E4
user0000197	BE18-0000-0343-7972
user0000198	76EC-0000-0360-A6A6
user0000199	76EE-0000-0307-9F01
user0000200	1940-0000-0331-2D61
user0000201	1942-0000-0323-3323
user0000202	D5F7-0000-0343-7F3F
user0000203	D5FA-0000-0361-1B25
user0000204	D5FB-0000-0358-0658
user0000205	D5FC-0000-0306-AB99
user0000206	D5FE-0000-033D-8A8A
user0000207	D603-0000-0320-0D6F
user0000208	D604-0000-032A-2EC1
user0000209	D604-0000-0348-29FD
user0000210	D606-0000-0313-2E8C
user0000211	D606-0000-0359-BB51
user0000212	D608-0000-0331-6E56
user0000213	D60B-0000-034E-570F
user0000214	D60B-0000-0351-AC5F
user0000215	D60E-0000-031D-162E
